X,Y,Z,CU_pct,AU_gpt,DENSITY,Hole ID
445555.405759,493501.024697,2850.933981,3.5,0.61,3.01,WP016
445554.721896,493501.038650,2849.054583,2.7,1.38,3.06,WP016
445554.038045,493501.053378,2847.175186,3.1,3.93,3.19,WP016
445553.354204,493501.068881,2845.295792,2.08,3.7,3.06,WP016
445552.670375,493501.085159,2843.416401,1.62,1.1,3.07,WP016
445551.986557,493501.102213,2841.537012,2.08,0.9,2.97,WP016
445551.302751,493501.120043,2839.657626,1.5,0.5,2.97,WP016
445550.618969,493501.138665,2837.778239,1.85,0.51,3.14,WP016
445549.935215,493501.158082,2835.898850,1.66,0.91,2.89,WP016
445549.251488,493501.178295,2834.019460,2.83,1.03,2.94,WP016
445548.567788,493501.199303,2832.140068,2.43,0.77,3.15,WP016
445547.884115,493501.221107,2830.260676,1.9,0.46,3.12,WP016
445547.200471,493501.243706,2828.381282,2.12,0.39,3.08,WP016
445546.516853,493501.267101,2826.501889,1.43,0.44,3.13,WP016
445545.833264,493501.291291,2824.622495,2.14,0.77,3.3,WP016
445545.149702,493501.316276,2822.743102,2.02,0.54,3.02,WP016
445544.466169,493501.342057,2820.863709,3.14,0.8,3.21,WP016
445543.782663,493501.368634,2818.984317,2.03,0.59,3.39,WP016
445543.099186,493501.396005,2817.104927,2.64,0.54,3.24,WP016
445542.415737,493501.424172,2815.225537,1.65,0.5,3.2,WP016
445541.732316,493501.453135,2813.346150,1.64,0.51,3.17,WP016
445541.048922,493501.482829,2811.466764,2.4,0.75,3,WP016
445540.365532,493501.512666,2809.587379,2.1,0.23,2.97,WP016
445539.682143,493501.542504,2807.707994,2.1,0.34,3.17,WP016
445538.998754,493501.572341,2805.828608,2.37,0.7,2.73,WP016
445538.315365,493501.602179,2803.949223,2.84,0.84,2.88,WP016
445537.631976,493501.632016,2802.069838,3.36,0.53,3.19,WP016
445536.948586,493501.661854,2800.190453,2.82,0.48,3.14,WP016
445536.265197,493501.691691,2798.311067,2,0.66,3.08,WP016
445535.581808,493501.721528,2796.431682,2.46,0.68,3,WP016
445534.898419,493501.751366,2794.552297,2.97,0.42,2.88,WP016
445534.215029,493501.781203,2792.672912,1.66,0.2,3.09,WP016
445533.531640,493501.811041,2790.793527,2.25,0.35,2.93,WP016
445532.848251,493501.840878,2788.914141,1.9,0.27,3.07,WP016
445532.164862,493501.870715,2787.034756,2.07,0.8,3.07,WP016
445531.481472,493501.900553,2785.155371,2.68,0.86,2.92,WP016
445530.798083,493501.930390,2783.275986,2.65,0.83,3.11,WP016
445530.114694,493501.960228,2781.396600,2.26,0.83,2.86,WP016
445529.431305,493501.990065,2779.517215,2.42,0.6,3.27,WP016
445528.747916,493502.019903,2777.637830,2.44,0.52,3.14,WP016
445528.064526,493502.049740,2775.758445,3.31,0.73,3.06,WP016
445527.381137,493502.079577,2773.879059,1.56,0.36,2.86,WP016
445526.697748,493502.109415,2771.999674,1.91,0.42,3.05,WP016
445526.014363,493502.139348,2770.120289,2.01,0.91,3.17,WP016
445525.331004,493502.169768,2768.240902,1.5,0.43,3.07,WP016
445524.647672,493502.200718,2766.361514,1.67,0.57,3.09,WP016
445523.964368,493502.232198,2764.482125,0.73,0.3,3.12,WP016
445523.281091,493502.264208,2762.602734,0.07,0.01,3,WP016
445522.597841,493502.296748,2760.723343,0.13,,2.76,WP016
445521.914619,493502.329818,2758.843951,0.05,,2.98,WP016
445521.231424,493502.363418,2756.964559,0.13,0.02,2.82,WP016
445520.548257,493502.397547,2755.085166,0.03,0.01,2.75,WP016
445519.865117,493502.432207,2753.205773,0.05,,2.9,WP016
445519.182006,493502.467396,2751.326379,0.09,,2.81,WP016
445518.498921,493502.503115,2749.446986,0.39,0.03,2.82,WP016
445517.815865,493502.539364,2747.567592,1.17,0.23,3.08,WP016
445517.132837,493502.576143,2745.688199,1.47,0.4,2.97,WP016
445516.449836,493502.613452,2743.808805,2.19,0.58,3,WP016
445515.766864,493502.651291,2741.929413,2.86,0.61,2.82,WP016
445515.083919,493502.689659,2740.050021,2.76,0.52,2.89,WP016
445514.401003,493502.728558,2738.170629,1.96,0.48,2.96,WP016
445513.718114,493502.767986,2736.291239,1.41,0.45,3.15,WP016
445513.035254,493502.807944,2734.411849,1.89,0.58,3.02,WP016
445512.352421,493502.848432,2732.532461,2.41,0.72,2.91,WP016
445511.669617,493502.889450,2730.653074,1.64,1.86,2.99,WP016
445510.986842,493502.930995,2728.773688,1.71,1.49,2.93,WP016
445510.304077,493502.972755,2726.894303,1.8,1.31,3.13,WP016
445509.621313,493503.014515,2725.014918,1.6,0.68,2.9,WP016
445508.938548,493503.056274,2723.135532,1.5,0.87,3.07,WP016
445508.255784,493503.098034,2721.256147,1.69,0.63,2.91,WP016
445507.573019,493503.139794,2719.376762,1.88,0.62,3.06,WP016
445506.890255,493503.181553,2717.497377,1.46,0.43,3.07,WP016
445506.207491,493503.223313,2715.617991,1.21,0.31,2.94,WP016
445505.524726,493503.265073,2713.738606,1.34,0.95,2.99,WP016
445504.841962,493503.306832,2711.859221,1.71,1.2,2.94,WP016
445504.159197,493503.348592,2709.979836,1.88,0.78,3.08,WP016
445503.476433,493503.390352,2708.100450,1.75,0.65,3.11,WP016
445502.793669,493503.432111,2706.221065,2.24,0.7,2.97,WP016
445502.110904,493503.473871,2704.341680,1.65,0.26,2.97,WP016
445501.428140,493503.515630,2702.462295,2.05,0.31,2.89,WP016
445500.745375,493503.557390,2700.582909,2.54,0.66,2.81,WP016
445500.062611,493503.599150,2698.703524,1.91,0.23,3.27,WP016
445499.362776,493503.641954,2696.777151,2.08,0.42,2.88,WP016
445454.920627,493658.188022,2874.062691,,,,WP017
445454.575536,493658.188197,2872.092688,1.9,0.28,2.13,WP017
445454.232649,493658.188547,2870.122300,1.75,0.39,3,WP017
445453.891968,493658.189072,2868.151530,1.41,0.4,2.85,WP017
445453.553492,493658.189772,2866.180380,2.69,0.43,3.16,WP017
445453.217223,493658.190647,2864.208852,1.31,0.32,2.93,WP017
445452.883160,493658.191697,2862.236949,2.03,0.28,2.77,WP017
445452.551305,493658.192923,2860.264674,2.52,0.29,2.88,WP017
445452.221657,493658.194323,2858.292028,2.23,0.4,3.05,WP017
445451.894217,493658.195898,2856.319015,0.96,0.31,2.98,WP017
445451.568986,493658.197648,2854.345637,2.8,0.32,3.39,WP017
445451.245963,493658.199573,2852.371896,4.9,0.37,2.98,WP017
445450.925150,493658.201674,2850.397796,3.67,0.48,3.07,WP017
445450.606546,493658.203949,2848.423337,5.02,0.53,2.84,WP017
445450.290152,493658.206399,2846.448524,7.16,0.41,3.05,WP017
445449.975969,493658.209024,2844.473357,6.09,0.47,2.84,WP017
445449.663101,493658.211754,2842.497983,4.3,0.35,3.09,WP017
445449.350244,493658.214484,2840.522606,4.18,0.73,3.04,WP017
445449.037387,493658.217214,2838.547229,3.2,0.53,3,WP017
445448.724530,493658.219945,2836.571853,3.03,0.94,2.98,WP017
445448.411673,493658.222675,2834.596476,3.27,0.39,2.89,WP017
445448.098816,493658.225405,2832.621099,3.39,0.34,2.94,WP017
445447.785959,493658.228135,2830.645722,4.18,0.38,3.12,WP017
445447.473102,493658.230866,2828.670346,3.93,0.62,3.14,WP017
445447.160245,493658.233596,2826.694969,2.97,1.57,2.89,WP017
445446.847388,493658.236326,2824.719592,2.64,2.1,2.96,WP017
445446.534531,493658.239056,2822.744216,2.58,1.37,2.96,WP017
445446.221674,493658.241787,2820.768839,5.46,1.19,3.04,WP017
445445.908817,493658.244517,2818.793462,6.44,0.96,3.16,WP017
445445.595960,493658.247247,2816.818086,3.39,0.96,2.89,WP017
445445.283103,493658.249977,2814.842709,4.24,0.91,2.89,WP017
445444.970246,493658.252708,2812.867332,4.21,2.38,2.97,WP017
445444.657388,493658.255438,2810.891956,3.83,0.79,2.88,WP017
445444.344531,493658.258168,2808.916579,4.14,0.78,3.25,WP017
445444.031674,493658.260899,2806.941202,3.33,0.76,2.91,WP017
445443.718817,493658.263629,2804.965826,4.52,0.8,3.02,WP017
445443.405960,493658.266359,2802.990449,3.27,0.58,2.98,WP017
445443.093104,493658.269136,2801.015072,2.88,0.53,2.99,WP017
445442.780250,493658.272027,2799.039695,5.06,0.53,3.23,WP017
445442.467398,493658.275034,2797.064318,5.28,0.51,2.94,WP017
445442.154547,493658.278156,2795.088941,4.18,0.68,2.9,WP017
445441.841699,493658.281393,2793.113564,2.7,0.85,3.07,WP017
445441.528853,493658.284745,2791.138186,2.13,0.48,2.81,WP017
445441.216009,493658.288213,2789.162809,2.9,0.62,2.88,WP017
445440.903166,493658.291795,2787.187431,3.52,0.37,2.92,WP017
445440.590326,493658.295493,2785.212053,2.27,0.68,2.92,WP017
445440.277488,493658.299306,2783.236676,2.53,3.81,3.01,WP017
445439.964651,493658.303234,2781.261298,3.06,2.18,2.93,WP017
445439.651817,493658.307278,2779.285920,5.37,0.56,2.97,WP017
445439.338985,493658.311436,2777.310541,3.39,0.33,2.96,WP017
445439.026155,493658.315710,2775.335163,3.01,0.31,3.04,WP017
445438.713326,493658.320099,2773.359785,3.27,0.41,3.04,WP017
445438.400500,493658.324603,2771.384407,3.45,1.05,2.83,WP017
445438.087676,493658.329222,2769.409028,2.96,0.79,2.97,WP017
445437.774853,493658.333957,2767.433650,2.44,0.46,2.94,WP017
445437.462033,493658.338806,2765.458272,2.84,0.5,3,WP017
445437.149215,493658.343771,2763.482893,2.44,0.47,2.94,WP017
445436.836398,493658.348851,2761.507515,1.99,0.33,2.9,WP017
445436.523584,493658.354046,2759.532136,2.5,0.44,3.01,WP017
445436.210772,493658.359357,2757.556758,2.15,0.63,2.84,WP017
445435.897962,493658.364782,2755.581379,2.98,1.03,3,WP017
445435.585153,493658.370323,2753.606001,3.2,1.61,2.92,WP017
445435.272347,493658.375979,2751.630622,2.75,1.43,3,WP017
445434.959543,493658.381750,2749.655244,2.5,1.09,2.92,WP017
445434.646741,493658.387636,2747.679865,1.84,1.03,2.81,WP017
445434.333940,493658.393638,2745.704487,2.46,1.27,2.81,WP017
445434.021142,493658.399755,2743.729108,2.82,0.89,2.81,WP017
445433.708346,493658.405986,2741.753730,1.86,0.54,2.92,WP017
445433.395552,493658.412333,2739.778352,1.81,0.57,2.99,WP017
445433.082760,493658.418796,2737.802973,2.47,0.47,3.01,WP017
445432.769970,493658.425373,2735.827595,2.2,0.6,3.13,WP017
445432.457182,493658.432066,2733.852217,2.09,0.42,3.02,WP017
445432.144396,493658.438873,2731.876839,3,0.4,3,WP017
445431.831612,493658.445796,2729.901461,2.51,0.73,3.11,WP017
445431.518830,493658.452834,2727.926083,2.82,0.64,3.12,WP017
445431.206050,493658.459988,2725.950705,2.85,0.23,3.3,WP017
445430.893272,493658.467256,2723.975327,2.08,0.27,3.05,WP017
445430.580496,493658.474640,2721.999950,2.12,0.19,2.99,WP017
445430.267722,493658.482139,2720.024572,2.5,0.38,3.09,WP017
445429.954950,493658.489753,2718.049195,2,0.5,2.96,WP017
445429.642180,493658.497482,2716.073818,2.52,0.66,3.05,WP017
445429.329412,493658.505326,2714.098441,1.72,0.19,3.05,WP017
445429.016646,493658.513286,2712.123064,2.24,0.88,3.05,WP017
445428.703883,493658.521361,2710.147687,2.23,0.84,3.06,WP017
445428.391122,493658.529582,2708.172310,3.02,1.16,2.99,WP017
445428.078373,493658.538136,2706.196933,3,2.37,2.96,WP017
445427.765637,493658.547053,2704.221555,2.45,0.42,3.04,WP017
445427.452913,493658.556335,2702.246177,0.46,0.08,2.86,WP017
445427.140202,493658.565980,2700.270799,0.05,0.01,2.89,WP017
445426.827503,493658.575989,2698.295421,0.05,0.01,2.91,WP017
445426.514818,493658.586362,2696.320043,0.04,0.03,2.83,WP017
445426.202144,493658.597098,2694.344664,0.14,0.03,2.96,WP017
445425.889484,493658.608199,2692.369286,0.05,0.01,2.79,WP017
445425.576836,493658.619663,2690.393907,0.05,0.01,2.88,WP017
445425.264202,493658.631491,2688.418529,1.44,0.48,2.77,WP017
445424.951579,493658.643683,2686.443151,2.2,1.04,2.75,WP017
445424.638970,493658.656239,2684.467773,1.53,0.74,2.66,WP017
445424.326373,493658.669158,2682.492395,1.95,0.66,2.96,WP017
445424.013789,493658.682442,2680.517018,2.59,0.79,2.85,WP017
445423.701217,493658.696043,2678.541641,1.96,0.59,3,WP017
445203.706589,493719.780973,3032.774733,,,,WP018
445203.532965,493719.780335,3031.789921,0.35,0.43,,WP018
445203.229202,493719.777168,3030.066489,0.48,0.37,2.98,WP018
445202.882167,493719.770356,3028.096840,0.59,0.6,,WP018
445202.535265,493719.760137,3026.127181,0.5,1.44,2.83,WP018
445202.188496,493719.746513,3024.157520,0.53,2.84,3.11,WP018
445201.841861,493719.729482,3022.187862,0.97,1.15,3.04,WP018
445201.495362,493719.709045,3020.218213,0.54,1.46,3.07,WP018
445201.148999,493719.685203,3018.248577,0.4,1.13,2.55,WP018
445200.802746,493719.658561,3016.278958,0.64,1.21,3.11,WP018
445200.456443,493719.632765,3014.309337,0.6,2.4,3.06,WP018
445200.110063,493719.608422,3012.339710,0.64,1.4,2.98,WP018
445199.763606,493719.585531,3010.370080,0.68,2.03,2.99,WP018
445199.417073,493719.564093,3008.400447,0.91,1.38,2.99,WP018
445199.070463,493719.544107,3006.430812,0.66,0.77,2.93,WP018
445198.723777,493719.525574,3004.461176,0.53,1.11,2.98,WP018
445198.377015,493719.508493,3002.491541,0.35,0.56,2.96,WP018
445198.030177,493719.492865,3000.521906,0.39,1.01,2.84,WP018
445197.683263,493719.478690,2998.552274,0.68,1.49,2.91,WP018
445197.336274,493719.465967,2996.582646,0.14,0.96,2.86,WP018
445196.989209,493719.454697,2994.613022,0.15,0.77,2.86,WP018
445196.642069,493719.444879,2992.643403,0.29,0.6,2.88,WP018
445196.294888,493719.436192,2990.673787,0.13,0.15,2.98,WP018
445195.947700,493719.428313,2988.704168,0.09,0.14,3,WP018
445195.600504,493719.421242,2986.734547,0.21,0.24,2.9,WP018
445195.253301,493719.414980,2984.764925,0.23,0.45,3.01,WP018
445194.906090,493719.409525,2982.795302,0.04,1.4,2.91,WP018
445194.558873,493719.404878,2980.825678,0.16,0.67,2.89,WP018
445194.211648,493719.401040,2978.856054,0.16,0.43,2.94,WP018
445193.864416,493719.398010,2976.886430,0.18,0.92,2.93,WP018
445193.517177,493719.395788,2974.916805,0.16,0.6,2.9,WP018
445193.169931,493719.394374,2972.947181,0.13,0.42,2.96,WP018
445192.822679,493719.393768,2970.977558,0.16,1.17,2.96,WP018
445192.475419,493719.393970,2969.007936,0.17,0.23,2.98,WP018
445192.128153,493719.394981,2967.038316,0.18,0.29,3.02,WP018
445191.780880,493719.396799,2965.068697,0.28,0.33,3.02,WP018
445191.433600,493719.399426,2963.099080,0.47,1.3,2.98,WP018
445191.086320,493719.402658,2961.129464,1.41,4.06,3.05,WP018
445190.739047,493719.406295,2959.159848,0.28,1.09,2.79,WP018
445190.391782,493719.410336,2957.190231,0.47,1.05,3.08,WP018
445190.044523,493719.414781,2955.220614,0.74,0.67,3.02,WP018
445189.697271,493719.419630,2953.250997,0.82,0.97,3.15,WP018
445189.350027,493719.424882,2951.281379,0.66,0.99,3.12,WP018
445189.002789,493719.430539,2949.311762,0.57,0.38,3.06,WP018
445188.655558,493719.436600,2947.342144,0.6,0.33,3.09,WP018
445188.308335,493719.443065,2945.372526,0.99,0.85,2.99,WP018
445187.961118,493719.449934,2943.402908,0.83,0.77,3.11,WP018
445187.613909,493719.457207,2941.433291,0.69,0.38,2.97,WP018
445187.266706,493719.464884,2939.463674,1.21,0.6,3.12,WP018
445186.919511,493719.472965,2937.494057,1.03,0.51,3.05,WP018
445186.572323,493719.481450,2935.524441,0.78,0.56,3.08,WP018
445186.225142,493719.490340,2933.554825,1.32,1.28,3.04,WP018
445185.877965,493719.499431,2931.585210,1.42,1.18,3.11,WP018
445185.530788,493719.508522,2929.615594,0.9,0.92,3.09,WP018
445185.183610,493719.517613,2927.645979,1.06,2.64,3.15,WP018
445184.836433,493719.526704,2925.676363,0.97,1.07,3.06,WP018
445184.489256,493719.535795,2923.706748,1.19,1.01,3.11,WP018
445184.142078,493719.544887,2921.737132,1.27,3.53,3.3,WP018
445183.794901,493719.553978,2919.767517,1.41,1.07,3.07,WP018
445183.447723,493719.563069,2917.797901,1.09,1.65,3.15,WP018
445183.100546,493719.572160,2915.828286,1.25,1.01,3.16,WP018
445182.753369,493719.581251,2913.858670,1.16,3.51,3.21,WP018
445182.406191,493719.590342,2911.889055,1.18,1.57,3.29,WP018
445182.059014,493719.599434,2909.919439,0.5,1.42,3.08,WP018
445181.711837,493719.608525,2907.949823,0.6,3.03,3.07,WP018
445181.364659,493719.617616,2905.980208,1.1,1.36,3.12,WP018
445181.017482,493719.626707,2904.010592,1.22,1.83,3.16,WP018
445180.670312,493719.636000,2902.040977,1.28,1.86,3.22,WP018
445180.323155,493719.645697,2900.071360,1.03,1.4,3.09,WP018
445179.976013,493719.655798,2898.101744,0.9,0.83,3.13,WP018
445179.628885,493719.666302,2896.132126,1.37,1.67,3.11,WP018
445179.281771,493719.677211,2894.162509,1.17,2.76,3.12,WP018
445178.934670,493719.688523,2892.192891,1.46,2.06,3.16,WP018
445178.587584,493719.700239,2890.223274,0.9,3.01,3.21,WP018
445178.240512,493719.712359,2888.253656,1.27,2.83,3.27,WP018
445177.893455,493719.724883,2886.284038,1.4,3.22,3.17,WP018
445177.546411,493719.737811,2884.314421,1.4,2.45,3.04,WP018
445177.199381,493719.751143,2882.344803,1.07,1.54,3.06,WP018
445176.852366,493719.764878,2880.375186,0.77,1.1,3.23,WP018
445176.505364,493719.779017,2878.405569,1.04,1.1,3.22,WP018
445176.158377,493719.793560,2876.435953,1.04,1.03,3.14,WP018
445175.811404,493719.808507,2874.466337,0.85,0.69,3.29,WP018
445175.464449,493719.823858,2872.496721,0.96,1.39,3.24,WP018
445175.117515,493719.839612,2870.527105,0.95,3.95,3.12,WP018
445174.770602,493719.855770,2868.557488,0.58,1.01,3.24,WP018
445174.423710,493719.872331,2866.587871,0.61,2.81,3.08,WP018
445174.076839,493719.889296,2864.618254,0.99,0.95,3.23,WP018
445173.729989,493719.906664,2862.648636,1.21,0.81,3.2,WP018
445173.383160,493719.924436,2860.679019,1.3,1.15,3.21,WP018
445173.036353,493719.942611,2858.709401,0.92,0.72,3.17,WP018
445172.689566,493719.961190,2856.739783,0.79,0.4,3.13,WP018
445172.342801,493719.980173,2854.770165,1.18,1.09,3.28,WP018
445171.996057,493719.999559,2852.800548,0.73,0.68,3.09,WP018
445171.649334,493720.019348,2850.830931,0.54,0.7,3.06,WP018
445171.302632,493720.039542,2848.861314,1.1,1.12,3.15,WP018
445170.955952,493720.060138,2846.891698,1.26,0.61,3.25,WP018
445170.609293,493720.081138,2844.922082,0.57,0.49,3.04,WP018
445170.262658,493720.102542,2842.952466,0.82,0.5,3.07,WP018
445169.916052,493720.124348,2840.982850,1.07,0.53,3.15,WP018
445169.569473,493720.146558,2839.013233,1.17,0.4,3.23,WP018
445169.222923,493720.169171,2837.043616,1.72,0.41,3.16,WP018
445168.876401,493720.192187,2835.073999,0.77,0.49,3.11,WP018
445168.529907,493720.215606,2833.104381,1.28,0.8,3.23,WP018
445168.183441,493720.239428,2831.134763,1.18,0.76,3.16,WP018
445167.837004,493720.263653,2829.165146,1.11,0.66,3.02,WP018
445167.490594,493720.288282,2827.195528,1.43,1.3,3.24,WP018
445167.144213,493720.313313,2825.225910,1.36,1.06,3.19,WP018
445166.797860,493720.338748,2823.256293,1.25,1.2,3.15,WP018
445166.451536,493720.364586,2821.286676,1.41,0.8,3.22,WP018
445166.105239,493720.390826,2819.317059,1.47,0.59,3.15,WP018
445165.758971,493720.417470,2817.347443,1.38,0.79,3.21,WP018
445165.412731,493720.444517,2815.377827,1.72,1.38,3.21,WP018
445165.067664,493720.471857,2813.408010,1.72,0.74,3.19,WP018
445164.724913,493720.499380,2811.437790,1.6,1.51,3.21,WP018
445164.384479,493720.527086,2809.467172,2.33,0.94,3.12,WP018
445164.046364,493720.554974,2807.496157,1.99,0.68,3.17,WP018
445163.710566,493720.583045,2805.524748,1.18,0.32,3.15,WP018
445163.377088,493720.611299,2803.552949,1,0.21,3.16,WP018
445163.045928,493720.639735,2801.580761,2.29,0.4,3.43,WP018
445162.717088,493720.668354,2799.608188,0.95,0.21,3.23,WP018
445162.390568,493720.697156,2797.635232,0.86,0.17,3.07,WP018
445162.066369,493720.726140,2795.661896,1.07,0.57,3.22,WP018
445161.744490,493720.755306,2793.688183,1.24,0.55,3.07,WP018
445161.424933,493720.784655,2791.714096,1.19,0.44,3.17,WP018
445161.107698,493720.814187,2789.739637,0.76,0.32,3.19,WP018
445160.792785,493720.843900,2787.764808,1.23,0.84,3.16,WP018
445160.480195,493720.873796,2785.789614,1.38,0.62,3.13,WP018
445160.168864,493720.904605,2783.814235,1.4,0.49,3.35,WP018
445159.857726,493720.937057,2781.838851,0.97,0.59,3.16,WP018
445159.546782,493720.971152,2779.863465,0.87,1.22,3.15,WP018
445159.236032,493721.006891,2777.888077,1.08,0.5,3.12,WP018
445158.925477,493721.044272,2775.912689,1.47,0.67,3.12,WP018
445158.615116,493721.083297,2773.937302,1.1,0.26,3.2,WP018
445158.304951,493721.123964,2771.961918,1.34,0.27,3.12,WP018
445157.994980,493721.166275,2769.986537,1.47,0.45,3.24,WP018
445157.685225,493721.210226,2768.011159,2.44,0.64,3.13,WP018
445157.375732,493721.255810,2766.035777,2.61,0.24,3.17,WP018
445157.066505,493721.303028,2764.060391,2.3,0.28,3.15,WP018
445156.757543,493721.351879,2762.085003,1.87,0.5,3.19,WP018
445156.448848,493721.402362,2760.109615,1.85,1,3.12,WP018
445156.140418,493721.454479,2758.134228,1.88,0.26,3.14,WP018
445155.832255,493721.508229,2756.158843,3.72,1.15,3.11,WP018
445155.524359,493721.563612,2754.183461,1.09,0.47,3.15,WP018
445155.216704,493721.620468,2752.208084,1.69,0.27,3.17,WP018
445154.909144,493721.677842,2750.232707,0.95,0.32,3.12,WP018
445154.601652,493721.735572,2748.257329,1.03,0.29,3.14,WP018
445154.294231,493721.793660,2746.281951,1.09,0.22,3.13,WP018
445153.986878,493721.852105,2744.306573,1.28,0.29,3.19,WP018
445153.679596,493721.910908,2742.331195,1.54,0.41,3.12,WP018
445153.372382,493721.970068,2740.355816,1.56,1,3.2,WP018
445153.065238,493722.029585,2738.380438,0.98,1.73,3.13,WP018
445152.758164,493722.089460,2736.405059,1.37,0.79,3.19,WP018
445152.451159,493722.149692,2734.429681,1.29,3.96,3.13,WP018
445152.144223,493722.210281,2732.454303,2.11,0.43,3.14,WP018
445151.837357,493722.271228,2730.478925,2.19,0.53,3.13,WP018
445151.530560,493722.332532,2728.503547,1.89,0.52,3.09,WP018
445151.223833,493722.394193,2726.528169,2.03,0.6,3.15,WP018
445150.917176,493722.456212,2724.552792,1.65,0.18,3.19,WP018
445150.610308,493722.518650,2722.577461,1.5,1.18,3.09,WP018
445150.301552,493722.581880,2720.602449,1.36,0.38,3.16,WP018
445149.990628,493722.645963,2718.627805,1.38,0.69,3.11,WP018
445149.677537,493722.710899,2716.653531,1.75,0.6,3.08,WP018
445149.362279,493722.776688,2714.679631,1.43,1,3.01,WP018
445149.044854,493722.843331,2712.706106,1.87,0.45,3.08,WP018
445148.725264,493722.910827,2710.732960,1.81,1.34,3.05,WP018
445148.403508,493722.979175,2708.760195,1.95,0.84,3.22,WP018
445148.079587,493723.048377,2706.787814,1.82,0.75,3.12,WP018
445147.753501,493723.118431,2704.815820,2.46,0.65,3.08,WP018
445147.425251,493723.189338,2702.844216,2.02,0.67,2.05,WP018
445147.094837,493723.261097,2700.873004,1.65,0.65,3.05,WP018
445146.762260,493723.333709,2698.902187,1.28,0.34,3.2,WP018
445146.427521,493723.407173,2696.931768,1.44,0.33,3.12,WP018
445146.090618,493723.481490,2694.961749,1.48,1.24,3.24,WP018
445145.751836,493723.556601,2692.992083,1.31,0.47,3.12,WP018
445145.412863,493723.632164,2691.022467,1.08,0.22,3.13,WP018
445145.073980,493723.708120,2689.052850,1.17,0.21,3.11,WP018
445144.735189,493723.784470,2687.083233,1.05,0.33,3.13,WP018
445144.396488,493723.861214,2685.113616,1.11,0.45,2.97,WP018
445144.057878,493723.938351,2683.143999,1.25,0.63,3.06,WP018
445143.719359,493724.015882,2681.174381,1.57,0.47,3.07,WP018
445143.380931,493724.093807,2679.204763,1.48,0.6,2.97,WP018
445143.042594,493724.172126,2677.235145,1.6,0.48,3.09,WP018
445142.704347,493724.250838,2675.265528,1.32,0.47,3.09,WP018
445142.366192,493724.329944,2673.295910,1.71,2.17,3.13,WP018
445142.028128,493724.409444,2671.326293,1.38,0.71,3.07,WP018
445141.690154,493724.489338,2669.356676,1.18,0.23,3.11,WP018
445141.352272,493724.569625,2667.387059,0.94,0.17,3.12,WP018
445141.014480,493724.650306,2665.417443,1.59,0.33,3.08,WP018
445140.676768,493724.731332,2663.447828,0.92,0.18,3.09,WP018
445708.119805,493127.277298,2879.191170,,,,WP019
445707.446341,493127.397017,2877.311778,0.77,0.13,,WP019
445706.941340,493127.487299,2875.902231,0.76,0.11,,WP019
445706.268134,493127.608332,2874.022831,0.5,0.12,,WP019
445705.595075,493127.730114,2872.143427,0.38,0.25,,WP019
445704.922164,493127.852645,2870.264018,0.74,0.29,,WP019
445704.249401,493127.975927,2868.384606,0.82,0.22,,WP019
445703.576785,493128.099959,2866.505190,0.54,0.17,,WP019
445702.904318,493128.224740,2864.625770,0.56,0.25,,WP019
445702.231998,493128.350271,2862.746348,0.34,0.15,2.5,WP019
445701.559827,493128.476552,2860.866923,0.75,0.95,2.19,WP019
445700.887804,493128.603583,2858.987495,0.53,0.61,2.68,WP019
445700.215929,493128.731363,2857.108065,0.36,0.36,2.77,WP019
445699.544202,493128.859893,2855.228634,0.35,0.11,2.74,WP019
445698.872624,493128.989173,2853.349200,0.56,0.27,2.71,WP019
445698.201195,493129.119203,2851.469766,0.46,0.1,2.39,WP019
445697.529914,493129.249982,2849.590330,0.37,0.32,2.71,WP019
445696.858782,493129.381511,2847.710893,0.7,0.39,2.65,WP019
445696.187800,493129.513789,2845.831456,0.47,0.59,2.68,WP019
445695.516966,493129.646817,2843.952018,0.41,0.68,2.86,WP019
445694.846281,493129.780595,2842.072581,0.46,0.28,2.82,WP019
445694.175745,493129.915122,2840.193144,0.4,0.12,3.12,WP019
445693.505359,493130.050399,2838.313707,0.34,0.24,2.86,WP019
445692.835122,493130.186425,2836.434271,0.56,0.26,2.81,WP019
445692.165034,493130.323201,2834.554836,0.36,0.4,2.86,WP019
445691.495097,493130.460726,2832.675403,0.38,0.12,2.93,WP019
445690.825308,493130.599001,2830.795971,0.41,0.08,3.06,WP019
445690.155670,493130.738025,2828.916541,0.58,0.31,2.91,WP019
445689.486182,493130.877799,2827.037114,1.11,0.16,2.97,WP019
445688.816843,493131.018322,2825.157688,0.58,0.33,2.99,WP019
445688.147655,493131.159594,2823.278266,0.54,0.32,3.02,WP019
445687.478616,493131.301616,2821.398846,0.44,0.16,3.02,WP019
445686.809728,493131.444387,2819.519430,0.51,0.25,2.89,WP019
445686.140991,493131.587908,2817.640018,0.48,0.15,2.97,WP019
445685.472404,493131.732177,2815.760609,0.4,1.2,2.98,WP019
445684.803967,493131.877196,2813.881204,1.07,0.32,3.23,WP019
445684.135681,493132.022965,2812.001804,0.5,0.29,3,WP019
445683.467546,493132.169482,2810.122408,0.24,0.17,2.76,WP019
445682.799562,493132.316749,2808.243017,0.22,0.14,2.81,WP019
445682.131497,493132.464737,2806.363712,0.28,0.19,2.74,WP019
445681.461643,493132.613240,2804.485084,0.5,0.13,2.99,WP019
445680.789656,493132.762216,2802.607256,0.55,0.22,2.85,WP019
